norm_group	norm	count
ϩⲙⲡⲉⲛϩⲏⲧ	ϩⲙ|ⲡⲉⲛ|ϩⲏⲧ	1
ⲙⲡⲁⲗⲁⲟⲥ	ⲙ|ⲡⲁ|ⲗⲁⲟⲥ	1
ⲧⲟⲩⲡⲓⲥⲧⲓⲥⲧⲉ	ⲧⲟⲩ|ⲡⲓⲥⲧⲓⲥ|ⲧⲉ	1
ⲛⲉⲟⲩⲛⲟϭ	ⲛⲉ|ⲟⲩ|ⲛⲟϭ	1
ϫⲉⲛⲁϩⲙϩⲁⲗ	ϫⲉ|ⲛⲁ|ϩⲙϩⲁⲗ	1
ⲛⲧⲉⲣⲟⲩⲃⲱⲕ	ⲛⲧⲉⲣ|ⲟⲩ|ⲃⲱⲕ	1
ⲧⲁⲣⲛⲉⲓⲙⲉ	ⲧⲁⲣ|ⲛ|ⲉⲓⲙⲉ	1
ⲉϥⲥⲟⲃϩ	ⲉ|ϥ|ⲥⲟⲃϩ	1
ⲙⲡⲉⲕⲥⲱϣ	ⲙ|ⲡⲉⲕ|ⲥⲱϣ	1
ⲉⲩⲕⲟⲗⲁⲍⲉ	ⲉ|ⲩ|ⲕⲟⲗⲁⲍⲉ	1
ϫⲉⲛⲉⲛⲉⲓⲟⲧⲉ	ϫⲉ|ⲛⲉⲛ|ⲉⲓⲟⲧⲉ	1
ⲁⲩⲣϣⲡⲏⲣⲉ	ⲁ|ⲩ|ⲣϣⲡⲏⲣⲉ	1
ϩⲛⲙⲡⲏⲩⲉ	ϩⲛ|ⲙ|ⲡⲏⲩⲉ	1
ⲁⲥⲣⲱϩⲧ	ⲁ|ⲥ|ⲣⲱϩⲧ	1
ⲛⲁⲧⲥⲱⲧⲙ	ⲛ|ⲁⲧ|ⲥⲱⲧⲙ	1
ϫⲉⲓⲱϩⲁⲛⲛⲏⲥⲡⲉ	ϫⲉ|ⲓⲱϩⲁⲛⲛⲏⲥ|ⲡⲉ	1
ⲛⲧⲁⲛⲁⲣⲭⲱⲛ	ⲛⲧⲁ|ⲛ|ⲁⲣⲭⲱⲛ	1
ⲉⲩⲧⲁⲕⲟ	ⲉ|ⲩ|ⲧⲁⲕⲟ	1
ϩⲛⲛⲉⲓⲭⲁⲣⲧⲏⲥ	ϩⲛ|ⲛⲉⲓ|ⲭⲁⲣⲧⲏⲥ	1
ϩⲛⲛⲉϥⲥⲩⲅⲅⲉⲛⲏⲥ	ϩⲛ|ⲛⲉϥ|ⲥⲩⲅⲅⲉⲛⲏⲥ	1
ⲙⲡⲉⲧⲡⲉ	ⲙ|ⲡⲉ|ⲧⲡⲉ	1
ⲉⲩϭⲱⲙ	ⲉ|ⲩ|ϭⲱⲙ	1
ⲛⲛⲉϥϩⲟⲓⲧⲉ	ⲛ|ⲛⲉϥ|ϩⲟⲓⲧⲉ	1
ⲥⲉⲛⲁⲛⲏⲥⲧⲉⲩⲉ	ⲥⲉ|ⲛⲁ|ⲛⲏⲥⲧⲉⲩⲉ	1
ϩⲓⲧⲛⲧⲁⲫⲟⲣⲙⲏ	ϩⲓⲧⲛ|ⲧ|ⲁⲫⲟⲣⲙⲏ	1
ⲙⲛⲛϩⲟⲟⲩⲧ	ⲙⲛ|ⲛ|ϩⲟⲟⲩⲧ	1
ⲁⲓⲣϣⲡⲏⲣⲉ	ⲁ|ⲓ|ⲣϣⲡⲏⲣⲉ	1
ⲛⲧⲛϣⲱⲡⲉ	ⲛ|ⲧⲛ|ϣⲱⲡⲉ	1
ⲙⲛⲡⲥⲟⲃⲧⲉ	ⲙⲛ|ⲡ|ⲥⲟⲃⲧⲉ	1
ⲉⲛⲉⲥⲉⲣⲏⲩ	ⲉ|ⲛⲉⲥ|ⲉⲣⲏⲩ	1
ⲛⲕⲉⲡⲁⲣⲁⲃⲟⲗⲏ	ⲛ|ⲕⲉ|ⲡⲁⲣⲁⲃⲟⲗⲏ	1
ⲛⲕⲉⲙⲛⲧⲣⲉ	ⲛ|ⲕⲉ|ⲙⲛⲧⲣⲉ	1
ϩⲛⲧⲉⲓϣⲙⲟⲩⲛⲉ	ϩⲛ|ⲧⲉⲓ|ϣⲙⲟⲩⲛⲉ	1
ⲙⲡⲕϣⲣⲟⲉⲓⲥ	ⲙⲡⲕ|ϣ|ⲣⲟⲉⲓⲥ	1
ⲉϥⲡⲁⲣⲁⲕⲁⲗⲉⲓ	ⲉ|ϥ|ⲡⲁⲣⲁⲕⲁⲗⲉⲓ	1
ⲛⲛⲉⲩⲧⲃⲛⲟⲟⲩⲉ	ⲛ|ⲛⲉⲩ|ⲧⲃⲛⲟⲟⲩⲉ	1
ϩⲛⲟⲩⲕⲱⲙϣ	ϩⲛ|ⲟⲩ|ⲕⲱⲙϣ	1
ϫⲉⲡⲁⲟⲩⲟⲛ	ϫⲉ|ⲡⲁ|ⲟⲩⲟⲛ	1
ϩⲙⲡⲉⲥⲥⲱⲙⲁ	ϩⲙ|ⲡⲉⲥ|ⲥⲱⲙⲁ	1
ⲉⲩϩⲱⲃⲥ	ⲉ|ⲩ|ϩⲱⲃⲥ	1
ϩⲙⲡⲛⲟⲙⲟⲥ	ϩⲙ|ⲡ|ⲛⲟⲙⲟⲥ	1
ⲡⲁⲣⲁⲧⲉⲩϭⲟⲙ	ⲡⲁⲣⲁ|ⲧⲉⲩ|ϭⲟⲙ	1
ⲡⲉⲧⲛⲏⲩ	ⲡ|ⲉⲧ|ⲛⲏⲩ	1
ϩⲛⲑⲉⲛⲉⲉⲧⲏ	ϩⲛ|ⲧ|ϩⲉⲛⲉⲉⲧⲏ	1
ⲉϩⲉⲛⲣⲱⲙⲉ	ⲉ|ϩⲉⲛ|ⲣⲱⲙⲉ	1
ⲉⲣⲁⲧϥ	ⲉ|ⲣⲁⲧ|ϥ	1
ⲛⲛⲉⲅⲣⲁⲫⲏ	ⲛ|ⲛⲉ|ⲅⲣⲁⲫⲏ	1
ⲛⲥⲁⲡⲛⲟⲩⲧⲉ	ⲛⲥⲁ|ⲡ|ⲛⲟⲩⲧⲉ	1
ⲁⲡⲛⲟⲩⲧⲉ	ⲁ|ⲡ|ⲛⲟⲩⲧⲉ	1
ϫⲉⲉⲛⲉⲛⲁⲩ	ϫⲉ|ⲉⲛⲉ|ⲛⲁⲩ	1
ϫⲉⲡⲛⲟⲩⲧⲉ	ϫⲉ|ⲡ|ⲛⲟⲩⲧⲉ	1
ⲛⲛⲉⲩⲁⲓⲧⲏⲙⲁ	ⲛ|ⲛⲉⲩ|ⲁⲓⲧⲏⲙⲁ	1
ϩⲛⲟⲩⲛⲟϭ	ϩⲛ|ⲟⲩ|ⲛⲟϭ	1
ϫⲉϩⲉⲛⲕⲟⲟⲩⲉ	ϫⲉ|ϩⲉⲛ|ⲕⲟⲟⲩⲉ	1
ϣⲁϥⲁⲛⲁⲕⲣⲓⲛⲉ	ϣⲁ|ϥ|ⲁⲛⲁⲕⲣⲓⲛⲉ	1
ⲛⲙϩⲉⲛϩⲣⲟⲩ	ⲛⲙ|ϩⲉⲛ|ϩⲣⲟⲩ	1
ⲉϭⲉⲗⲁⲁⲩ	ⲉ|ϭⲉ|ⲗⲁⲁⲩ	1
ϩⲛⲛⲉⲩⲏⲓ	ϩⲛ|ⲛⲉⲩ|ⲏⲓ	1
ⲛϭⲓⲡⲕⲉⲛⲧⲩⲣⲓⲱⲛ	ⲛϭⲓ|ⲡ|ⲕⲉⲛⲧⲩⲣⲓⲱⲛ	1
ⲛⲛⲁⲓⲱⲛ	ⲛ|ⲛ|ⲁⲓⲱⲛ	1
ϫⲉϥⲟⲩⲱⲙ	ϫⲉ|ϥ|ⲟⲩⲱⲙ	1
ϩⲛⲧϫⲏⲏⲥ	ϩⲛ|ⲧ|ϫⲏⲏⲥ	1
ϩⲉⲛⲕⲉϩⲓⲟⲙⲉ	ϩⲉⲛ|ⲕⲉ|ϩⲓⲟⲙⲉ	1
ⲛⲧⲁϣⲉⲟⲉⲓϣ	ⲛⲧ|ⲁ|ϣⲉⲟⲉⲓϣ	1
ⲛϭⲓⲧⲙⲁⲁⲩ	ⲛϭⲓ|ⲧ|ⲙⲁⲁⲩ	1
ⲛⲥⲁⲟⲩⲉⲩⲕⲁⲓⲣⲓⲁ	ⲛⲥⲁ|ⲟⲩ|ⲉⲩⲕⲁⲓⲣⲓⲁ	1
ⲛⲛⲣⲉϥⲣⲛⲟⲃⲉ	ⲛ|ⲛ|ⲣⲉϥⲣⲛⲟⲃⲉ	1
ⲙⲡⲙⲉϩϣⲟⲙⲧⲥⲱⲱⲡ	ⲙ|ⲡ|ⲙⲉϩϣⲟⲙⲧⲥⲱⲱⲡ	1
ⲛⲧⲉⲣⲉϥⲙⲟⲟϣⲉ	ⲛⲧⲉⲣⲉ|ϥ|ⲙⲟⲟϣⲉ	1
ⲉⲧⲛⲁϣⲱⲡⲉ	ⲉⲧ|ⲛⲁ|ϣⲱⲡⲉ	1
ⲛⲧⲉⲣⲉϥⲁⲙⲁϩⲧⲉ	ⲛⲧⲉⲣⲉ|ϥ|ⲁⲙⲁϩⲧⲉ	1
ⲙⲛⲟⲩⲑⲗⲓⲯⲓⲥ	ⲙⲛ|ⲟⲩ|ⲑⲗⲓⲯⲓⲥ	1
ⲛⲉⲩⲛⲁⲩ	ⲛⲉ|ⲩ|ⲛⲁⲩ	1
ϩⲙⲡⲧⲱϣ	ϩⲙ|ⲡ|ⲧⲱϣ	1
ϩⲛⲧⲥⲓⲛⲇⲱⲛ	ϩⲛ|ⲧ|ⲥⲓⲛⲇⲱⲛ	1
ⲙⲡⲉⲟⲟⲩ	ⲙ|ⲡ|ⲉⲟⲟⲩ	1
ⲛⲟⲩⲥⲙⲟⲧ	ⲛ|ⲟⲩ|ⲥⲙⲟⲧ	1
ⲙⲁⲧⲁⲙⲟⲓ	ⲙⲁ|ⲧⲁⲙⲟ|ⲓ	1
ϩⲛⲛⲉⲩϩⲃⲏⲩⲉ	ϩⲛ|ⲛⲉⲩ|ϩⲃⲏⲩⲉ	1
ϩⲛⲟⲩⲉⲝⲟⲩⲥⲓⲁ	ϩⲛ|ⲟⲩ|ⲉⲝⲟⲩⲥⲓⲁ	1
ⲙⲛⲧϩⲃⲥⲱ	ⲙⲛ|ⲧ|ϩⲃⲥⲱ	1
ϫⲉⲕⲁⲣⲱ	ϫⲉ|ⲕⲁ|ⲣⲱ	1
ⲛⲟⲩⲱⲛⲉ	ⲛ|ⲟⲩ|ⲱⲛⲉ	1
ⲛⲉⲩⲛⲏⲩ	ⲛⲉ|ⲩ|ⲛⲏⲩ	1
ϩⲛⲛⲉϥⲙⲉⲣⲟⲥ	ϩⲛ|ⲛⲉϥ|ⲙⲉⲣⲟⲥ	1
ⲛⲧⲁⲣϣⲓⲛⲉ	ⲛⲧ|ⲁⲣ|ϣⲓⲛⲉ	1
ⲛϭⲓⲧⲉⲭⲱⲣⲁ	ⲛϭⲓ|ⲧⲉ|ⲭⲱⲣⲁ	1
ⲁⲛⲣⲥⲟϭ	ⲁ|ⲛ|ⲣⲥⲟϭ	1
ⲛⲧⲁⲛⲟⲙⲓⲁ	ⲛ|ⲧ|ⲁⲛⲟⲙⲓⲁ	1
ⲛⲥϫⲓⲥⲉ	ⲛ|ⲥ|ϫⲓⲥⲉ	1
ⲉⲣⲉⲡⲣⲏ	ⲉⲣⲉ|ⲡ|ⲣⲏ	1
ⲛϭⲓⲡϣⲏⲣⲉ	ⲛϭⲓ|ⲡ|ϣⲏⲣⲉ	1
ⲛⲙⲡⲏⲩ̣ⲉ	ⲛ|ⲙ|ⲡⲏⲩ̣ⲉ	1
ⲉϥϣⲟⲩⲉⲓⲧ	ⲉ|ϥ|ϣⲟⲩⲉⲓⲧ	1
ⲙⲛⲛⲉⲑⲏⲣⲓⲟⲛ	ⲙⲛ|ⲛⲉ|ⲑⲏⲣⲓⲟⲛ	1
ϩⲓⲧⲛⲡⲛⲟⲩⲧⲉ	ϩⲓⲧⲛ|ⲡ|ⲛⲟⲩⲧⲉ	1
ϩⲛⲟⲩⲙⲛⲧⲁⲧⲥⲟⲟⲩⲛ	ϩⲛ|ⲟⲩ|ⲙⲛⲧⲁⲧⲥⲟⲟⲩⲛ	1
ⲛⲥⲱⲉⲓ	ⲛ|ⲥⲱ|ⲉⲓ	1
ⲙⲡⲉϥⲧⲟⲟⲩⲉ	ⲙ|ⲡⲉϥ|ⲧⲟⲟⲩⲉ	1
ⲙⲡⲙⲁⲙⲙⲱⲛⲁⲥ	ⲙ|ⲡ|ⲙⲁⲙⲙⲱⲛⲁⲥ	1
ⲙⲛⲡϣⲣⲡ	ⲙⲛ|ⲡ|ϣⲣⲡ	1
ⲛⲧⲕⲟⲩⲉⲛⲧⲏϭ	ⲛⲧⲕ|ⲟⲩ|ⲉⲛⲧⲏϭ	1
ⲛⲛⲓⲉⲥⲟⲟⲩ	ⲛ|ⲛⲓ|ⲉⲥⲟⲟⲩ	1
ⲙⲡⲓϭⲛ	ⲙⲡ|ⲓ|ϭⲛ	1
ⲉⲛⲧⲟⲩⲓⲏ	ⲉ|ⲛ|ⲧⲟⲩⲓⲏ	1
ϫⲉⲟⲩⲛⲧⲏⲧⲛ	ϫⲉ|ⲟⲩⲛⲧⲏ|ⲧⲛ	1
ⲡⲁⲡⲛⲟⲩⲧⲉ	ⲡⲁ|ⲡ|ⲛⲟⲩⲧⲉ	1
ⲛϩⲉⲛⲉⲕⲓⲃⲉ	ⲛ|ϩⲉⲛ|ⲉⲕⲓⲃⲉ	1
ϩⲙⲡⲟⲩⲉ	ϩⲙ|ⲡ|ⲟⲩⲉ	1
ⲙⲛⲛⲉⲩⲥⲛⲏⲩ	ⲙⲛ|ⲛⲉⲩ|ⲥⲛⲏⲩ	1
ⲉⲧⲉϥϣⲧⲏⲛ	ⲉ|ⲧⲉϥ|ϣⲧⲏⲛ	1
ⲕⲁⲧⲁⲡⲉⲩⲉⲓⲛⲉ	ⲕⲁⲧⲁ|ⲡⲉⲩ|ⲉⲓⲛⲉ	1
ⲡⲉⲧⲥⲙⲁⲙⲁⲁⲧ	ⲡ|ⲉⲧ|ⲥⲙⲁⲙⲁⲁⲧ	1
ϩⲙⲡⲏⲓ	ϩⲙ|ⲡ|ⲏⲓ	1
ⲙⲡⲉⲕⲣⲁⲛ	ⲙ|ⲡⲉⲕ|ⲣⲁⲛ	1
ⲛϭⲓϩⲉⲛⲭⲣⲓⲥⲧⲟⲥ	ⲛϭⲓ|ϩⲉⲛ|ⲭⲣⲓⲥⲧⲟⲥ	1
ϩⲛⲧⲉⲥⲧⲁⲥⲓⲥ	ϩⲛ|ⲧⲉ|ⲥⲧⲁⲥⲓⲥ	1
ϩⲙⲡⲙⲁ	ϩⲙ|ⲡ|ⲙⲁ	1
ⲛⲧⲉⲣⲉⲛⲉⲡⲛⲉⲩⲙⲁ	ⲛⲧⲉⲣⲉ|ⲛⲉ|ⲡⲛⲉⲩⲙⲁ	1
ⲉⲁⲏⲥⲁⲩ	ⲉ|ⲁ|ⲏⲥⲁⲩ	1
ⲙⲙⲁⲓⲧⲟ	ⲙ|ⲙⲁⲓ|ⲧⲟ	1
ⲕⲁⲧⲁⲧϩⲉ	ⲕⲁⲧⲁ|ⲧ|ϩⲉ	1
ϩⲛⲧⲉⲧⲛⲙⲏⲧⲉ	ϩⲛ|ⲧⲉⲧⲛ|ⲙⲏⲧⲉ	1
ϩⲙⲡϫⲱⲱⲙⲉ	ϩⲙ|ⲡ|ϫⲱⲱⲙⲉ	1
ⲉⲡⲁⲣⲁⲛ	ⲉ|ⲡⲁ|ⲣⲁⲛ	1
ⲛⲛⲉⲛⲉⲓⲟⲧⲉ	ⲛ|ⲛⲉⲛ|ⲉⲓⲟⲧⲉ	1
ϩⲛⲟⲩⲟⲣⲅⲏ	ϩⲛ|ⲟⲩ|ⲟⲣⲅⲏ	1
ⲛⲉⲣⲉⲡϫⲟⲉⲓ	ⲛⲉⲣⲉ|ⲡ|ϫⲟⲉⲓ	1
ⲛⲥⲁⲛⲟⲩⲏⲏⲃ	ⲛⲥⲁ|ⲛ|ⲟⲩⲏⲏⲃ	1
ⲉⲧϩⲁⲣⲟⲟⲩ	ⲉⲧ|ϩⲁⲣⲟ|ⲟⲩ	1
ⲁⲩⲕⲁⲧⲏⲅⲟⲣⲓ	ⲁ|ⲩ|ⲕⲁⲧⲏⲅⲟⲣⲓ	1
ⲙⲡⲁⲥⲛⲁⲩ	ⲙ|ⲡⲁ|ⲥⲛⲁⲩ	1
ⲙⲛⲛⲉⲡⲛⲉⲩⲙⲁ	ⲙⲛ|ⲛⲉ|ⲡⲛⲉⲩⲙⲁ	1
ⲉⲣⲉⲟⲩⲙⲟϫ	ⲉⲣⲉ|ⲟⲩ|ⲙⲟϫ	1
ⲛⲛⲉϥϩⲛⲁⲟⲩ	ⲛ|ⲛⲉϥ|ϩⲛⲁⲟⲩ	1
ⲉⲕϯⲥⲃⲱ	ⲉ|ⲕ|ϯⲥⲃⲱ	1
ⲛϭⲓⲙⲙⲁⲑⲏⲧⲏⲥ	ⲛϭⲓ|ⲙ|ⲙⲁⲑⲏⲧⲏⲥ	1
ⲛⲧⲥⲏϥⲉ	ⲛ|ⲧ|ⲥⲏϥⲉ	1
ⲁϥⲙⲉⲧⲁⲛⲟⲓ	ⲁ|ϥ|ⲙⲉⲧⲁⲛⲟⲓ	1
ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ	ⲙ|ⲡⲉ|ⲭⲣⲓⲥⲧⲟⲥ	1
ⲛⲧⲡⲁⲣⲃⲁⲥⲓⲥ	ⲛ|ⲧ|ⲡⲁⲣⲃⲁⲥⲓⲥ	1
ⲛⲧⲉⲧⲛⲥⲱⲱϥ	ⲛ|ⲧⲉⲧⲛ|ⲥⲱⲱϥ	1
ϩⲙⲡⲣⲁⲛ	ϩⲙ|ⲡ|ⲣⲁⲛ	1
ϫⲉⲁⲛⲁⲩ	ϫⲉ|ⲁ|ⲛⲁⲩ	1
ϩⲛⲧⲉⲓⲟⲩϣⲏ	ϩⲛ|ⲧⲉⲓ|ⲟⲩϣⲏ	1
ⲉϫⲙⲡⲧⲱⲙ	ⲉϫⲙ|ⲡ|ⲧⲱⲙ	1
ⲛⲕⲉⲙⲁⲑⲏⲧⲏⲥ	ⲛ|ⲕⲉ|ⲙⲁⲑⲏⲧⲏⲥ	1
ⲙⲛⲛϣⲙⲙⲟ	ⲙⲛ|ⲛ|ϣⲙⲙⲟ	1
ϣⲁⲛⲧⲟⲩⲣⲛⲟϭ	ϣⲁⲛⲧ|ⲟⲩ|ⲣⲛⲟϭ	1
ⲉⲟⲩⲟⲙⲟⲩ	ⲉ|ⲟⲩⲟⲙ|ⲟⲩ	1
ϩⲛⲧⲉⲓⲉⲡⲓⲥⲧⲟⲗⲏ	ϩⲛ|ⲧⲉⲓ|ⲉⲡⲓⲥⲧⲟⲗⲏ	1
ⲙⲡⲉⲕⲥⲟⲛ	ⲙ|ⲡⲉⲕ|ⲥⲟⲛ	1
ⲉϣⲁⲣⲉϩⲁϩ	ⲉ|ϣⲁⲣⲉ|ϩⲁϩ	1
ⲉⲡⲙⲟⲟⲩ	ⲉ|ⲡ|ⲙⲟⲟⲩ	1
ϫⲉϩⲉⲛ	ϫⲉ|ϩⲉ|ⲛ	1
ⲉϥⲥⲟⲟⲩⲛ	ⲉ|ϥ|ⲥⲟⲟⲩⲛ	1
ⲛⲛⲃⲁⲣⲃⲁⲣⲟⲥ	ⲛ|ⲛ|ⲃⲁⲣⲃⲁⲣⲟⲥ	1
ⲛⲧⲉϩⲓⲏ	ⲛ|ⲧⲉ|ϩⲓⲏ	1
ⲉⲕϩⲩⲡⲟⲧⲁⲥⲥⲉ	ⲉ|ⲕ|ϩⲩⲡⲟⲧⲁⲥⲥⲉ	1
ⲛⲛⲇⲁⲓⲙⲱⲛ	ⲛ|ⲛ|ⲇⲁⲓⲙⲱⲛ	1
ⲉⲓⲣϩⲟⲧⲉ	ⲉ|ⲓ|ⲣϩⲟⲧⲉ	1
ⲡⲉⲧⲥⲟⲟⲩⲛ	ⲡ|ⲉⲧ|ⲥⲟⲟⲩⲛ	1
ⲉⲧⲕϣⲙϣⲉ	ⲉⲧ|ⲕ|ϣⲙϣⲉ	1
ⲉⲧⲛ̅ⲧⲟⲟⲧ	ⲉⲧ|ⲛ|ⲧⲟⲟⲧ	1
ⲛⲧϩⲟ	ⲛ|ⲧ|ϩⲟ	1
ⲛϩⲉⲛⲕⲟⲟⲩⲉ	ⲛ|ϩⲉⲛ|ⲕⲟⲟⲩⲉ	1
ⲉϩⲉⲛϣⲏⲣⲉ	ⲉ|ϩⲉⲛ|ϣⲏⲣⲉ	1
ⲉⲩϯⲕⲗⲯ	ⲉ|ⲩ|ϯⲕⲗⲯ	1
ⲙⲛⲡϫⲱϩⲙ	ⲙⲛ|ⲡ|ϫⲱϩⲙ	1
ⲉⲧⲃⲉⲛϣⲉⲉⲣⲉ	ⲉⲧⲃⲉ|ⲛ|ϣⲉⲉⲣⲉ	1
ⲛⲧⲉⲣⲉⲟⲩϩⲟⲟⲩ	ⲛⲧⲉⲣⲉ|ⲟⲩ|ϩⲟⲟⲩ	1
ϩⲓⲧⲙⲡϫⲟⲉⲓⲥ	ϩⲓⲧⲙ|ⲡ|ϫⲟⲉⲓⲥ	1
ⲙⲛⲛⲉⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ	ⲙⲛ|ⲛⲉ|ⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ	1
ⲉϯⲥⲃⲱ	ⲉ|ϯ|ⲥⲃⲱ	1
ⲛⲟⲩⲙⲛⲧⲉⲣⲟ	ⲛ|ⲟⲩ|ⲙⲛⲧⲉⲣⲟ	1
ϩⲙⲡⲉⲓⲁⲓⲱⲛ	ϩⲙ|ⲡⲉⲓ|ⲁⲓⲱⲛ	1
ⲉⲧⲉⲣⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ	ⲉⲧⲉⲣⲉ|ⲡⲉ|ⲭⲣⲓⲥⲧⲟⲥ	1
ⲉϥⲥⲟⲧⲡ	ⲉ|ϥ|ⲥⲟⲧⲡ	1
ⲙⲛⲧⲓⲣⲏⲛⲏ	ⲙⲛ|ⲧ|ⲓⲣⲏⲛⲏ	1
ⲁⲩⲙⲉⲉⲩⲉ	ⲁ|ⲩ|ⲙⲉⲉⲩⲉ	1
ⲁⲡϩⲱⲃ	ⲁ|ⲡ|ϩⲱⲃ	1
ϩⲓϫⲙⲡⲓⲉⲣⲟ	ϩⲓϫⲙ|ⲡ|ⲓⲉⲣⲟ	1
ⲛⲅⲉⲓ	ⲛ|ⲅ|ⲉⲓ	1
ⲁⲟⲩⲙⲏⲏϣⲉ	ⲁ|ⲟⲩ|ⲙⲏⲏϣⲉ	1
ϫⲉϥⲥϩⲟⲩⲟⲣⲧ	ϫⲉ|ϥ|ⲥϩⲟⲩⲟⲣⲧ	1
ⲉⲧⲥⲩⲛⲁⲅⲱⲅⲏ	ⲉ|ⲧ|ⲥⲩⲛⲁⲅⲱⲅⲏ	1
ⲙⲁⲣⲉⲛⲣⲱⲙⲉ	ⲙⲁⲣⲉ|ⲛ|ⲣⲱⲙⲉ	1
ⲛⲅⲕⲱ	ⲛ|ⲅ|ⲕⲱ	1
ⲥⲉⲛⲁⲛⲟⲓⲛ	ⲥⲉ|ⲛⲁ|ⲛⲟⲉⲓⲛ	1
ⲛⲓⲱϩⲉ	ⲛ|ⲓ|ⲱϩⲉ	1
ⲛⲧⲕⲟⲩϣⲟⲛⲧⲉ	ⲛⲧⲕ|ⲟⲩ|ϣⲟⲛⲧⲉ	1
ⲛⲧⲉⲣⲉϥϯ	ⲛⲧⲉⲣⲉ|ϥ|ϯ	1
ⲉⲛϩⲱⲃ	ⲉ|ⲛ|ϩⲱⲃ	1
ⲉϫⲱⲕ	ⲉ|ϫⲱ|ⲕ	1
ϩⲓϫⲛⲡⲕⲁϩ	ϩⲓϫⲛ|ⲡ|ⲕⲁϩ	1
ⲛϩⲉⲛⲥⲓⲟⲩⲣ	ⲛ|ϩⲉⲛ|ⲥⲓⲟⲩⲣ	1
ⲛϩⲧⲏϥ	ⲛ|ϩⲧⲏ|ϥ	1
ⲉⲣⲁⲧⲥ	ⲉ|ⲣⲁⲧ|ⲥ	1
ϩⲓⲧⲙⲡⲣⲁⲛ	ϩⲓⲧⲙ|ⲡ|ⲣⲁⲛ	1
ⲉⲩⲙⲟⲕⲙⲉⲕ	ⲉ|ⲩ|ⲙⲟⲕⲙⲉⲕ	1
ⲛ̅ⲟⲩϣⲏⲙ	ⲛ|ⲟⲩ|ϣⲏⲙ	1
ⲛϭⲓⲧⲉϥϭⲓϫ	ⲛϭⲓ|ⲧⲉϥ|ϭⲓϫ	1
ⲉⲩⲥⲟⲃⲧⲉ	ⲉ|ⲩ|ⲥⲟⲃⲧⲉ	1
ⲧⲁⲡⲕⲟⲩⲉⲓ	ⲧⲁ|ⲡ|ⲕⲟⲩⲉⲓ	1
ⲉⲩⲡⲁⲣⲁⲕⲁⲗⲉⲓ	ⲉ|ⲩ|ⲡⲁⲣⲁⲕⲁⲗⲉⲓ	1
ⲛⲉⲧϩⲏⲡ	ⲛ|ⲉⲧ|ϩⲏⲡ	1
ⲡϣⲁⲉⲛⲉϩ	ⲡ|ϣⲁ|ⲉⲛⲉϩ	1
ⲉϫⲛⲛⲉⲩⲉⲓⲟⲧⲉ	ⲉϫⲛ|ⲛⲉⲩ|ⲉⲓⲟⲧⲉ	1
ϩⲛⲟⲩⲙϩⲁⲟⲩ	ϩⲛ|ⲟⲩ|ⲙϩⲁⲟⲩ	1
ⲉⲛϫⲟⲓ	ⲉ|ⲛ|ϫⲟⲓ	1
ⲙⲡⲥⲁⲧⲁⲛⲁⲥ	ⲙ|ⲡ|ⲥⲁⲧⲁⲛⲁⲥ	1
ϩⲙⲡⲧⲟⲕ	ϩⲙ|ⲡ|ⲧⲟⲕ	1
ϫⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ	ϫⲉ|ⲡⲉ|ⲭⲣⲓⲥⲧⲟⲥ	1
ⲙⲡⲟⲩⲛⲟⲉⲓ	ⲙⲡ|ⲟⲩ|ⲛⲟⲉⲓ	1
ⲛⲥⲁⲛⲉϥϩⲓⲟⲟⲩⲉ	ⲛⲥⲁ|ⲛⲉϥ|ϩⲓⲟⲟⲩⲉ	1
ⲛϩⲉⲛⲙⲁⲓⲛ	ⲛ|ϩⲉⲛ|ⲙⲁⲓⲛ	1
ⲉⲛϣⲱⲛⲃ	ⲉ|ⲛ|ϣⲱⲛⲃ	1
ⲙⲛⲛⲥⲁ	ⲙⲛ|ⲛ|ⲥⲁ	1
ⲛⲥⲉϯⲉⲟⲟⲩ	ⲛ|ⲥⲉ|ϯⲉⲟⲟⲩ	1
ⲙⲛⲡϣⲁϫⲉ	ⲙⲛ|ⲡ|ϣⲁϫⲉ	1
ϣⲁⲁⲣⲏϫⲥ	ϣⲁ|ⲁⲣⲏϫ|ⲥ	1
ⲙⲡⲃⲟⲗ	ⲙ|ⲡ|ⲃⲟⲗ	1
ⲉⲧⲉⲩⲡⲓⲥⲧⲓⲥ	ⲉ|ⲧⲉⲩ|ⲡⲓⲥⲧⲓⲥ	1
ⲛⲛⲉⲩⲉⲣⲏⲧ	ⲛ|ⲛⲉⲩ|ⲉⲣⲏⲧ	1
ⲧⲥⲏϥⲉⲡⲉ	ⲧ|ⲥⲏϥⲉ|ⲡⲉ	1
ⲙⲛ[...]ϣⲉⲉⲣⲉ	ⲙⲛ|[...]|ϣⲉⲉⲣⲉ	1
ⲙⲡⲉⲧⲛⲱϣ	ⲙⲡⲉ|ⲧⲛ|ⲱϣ	1
