norm_group	norm	count
ⲛⲧⲉⲧⲛϩⲉⲛⲣⲱⲙⲉ	ⲛⲧⲉⲧⲛ|ϩⲉⲛ|ⲣⲱⲙⲉ	1
ⲛⲧⲉⲩⲙⲛⲧϩⲏⲕⲉ	ⲛ|ⲧⲉⲩ|ⲙⲛⲧϩⲏⲕⲉ	1
ⲟⲩⲙⲛⲧϭⲱⲃ	ⲟⲩ|ⲙⲛⲧ|ϭⲱⲃ	1
ⲙⲛⲡϭⲟⲗ	ⲙⲛ|ⲡ|ϭⲟⲗ	1
ⲉϩⲉⲛⲡⲁⲑⲟⲥ	ⲉ|ϩⲉⲛ|ⲡⲁⲑⲟⲥ	1
ⲡⲉⲧϣⲟⲟⲡ	ⲡ|ⲉⲧ|ϣⲟⲟⲡ	1
ⲙⲡⲡⲟⲛⲏⲣⲟⲥ	ⲙ|ⲡ|ⲡⲟⲛⲏⲣⲟⲥ	1
ⲉϥⲧⲛⲧⲱⲛ	ⲉ|ϥ|ⲧⲛⲧⲱⲛ	1
ⲉⲡⲉⲛⲕⲁⲣⲱϥ	ⲉ|ⲡⲉⲛ|ⲕⲁⲣⲱϥ	1
ⲙⲁⲣⲟⲩⲡⲱⲧ	ⲙⲁⲣ|ⲟⲩ|ⲡⲱⲧ	1
ϫⲉⲉⲩⲉⲙⲉⲧⲁⲛⲟⲉⲓ	ϫⲉ|ⲉⲩⲉ|ⲙⲉⲧⲁⲛⲟⲉⲓ	1
ⲉⲧϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	ⲉ|ⲧ|ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ	1
ⲉϥϩⲙⲟⲟⲥ	ⲉ|ϥ|ϩⲙⲟⲟⲥ	1
ⲛⲉⲧⲣϩⲟⲩⲟ	ⲛ|ⲉⲧ|ⲣϩⲟⲩⲟ	1
ϩⲛⲛⲉⲛⲙⲟⲕⲙⲉⲕ	ϩⲛ|ⲛⲉⲛ|ⲙⲟⲕⲙⲉⲕ	1
ⲁⲩⲙⲏⲏϣⲉ	ⲁ|ⲩ|ⲙⲏⲏϣⲉ	1
ⲉⲡⲙⲏⲏϣⲉ	ⲉ|ⲡ|ⲙⲏⲏϣⲉ	1
ⲉⲧⲟⲩⲟ	ⲉⲧ|ⲟⲩ|ⲟ	1
ϩⲙⲡⲥⲟⲟⲩⲛ	ϩⲙ|ⲡ|ⲥⲟⲟⲩⲛ	1
ⲛⲉⲧⲟ	ⲛ|ⲉⲧ|ⲟ	1
ⲁⲥⲁⲩⲝⲁⲛⲉ	ⲁ|ⲥ|ⲁⲩⲝⲁⲛⲉ	1
ⲙⲛⲛⲥⲱϣⲉ	ⲙⲛ|ⲛ|ⲥⲱϣⲉ	1
ⲛⲥⲁⲡⲉⲓⲱⲧ	ⲛⲥⲁ|ⲡ|ⲉⲓⲱⲧ	1
ⲛϥⲛⲕⲟⲧⲕ	ⲛ|ϥ|ⲛⲕⲟⲧⲕ	1
ⲙⲡⲉⲕϭⲗⲟϭ	ⲙ|ⲡⲉⲕ|ϭⲗⲟϭ	1
ⲙⲛⲛⲉϥϣⲏⲣⲉ	ⲙⲛ|ⲛⲉϥ|ϣⲏⲣⲉ	1
ϣⲁⲩϩⲉⲣⲙⲉⲛⲉⲩⲉ	ϣⲁ|ⲩ|ϩⲉⲣⲙⲉⲛⲉⲩⲉ	1
ϩⲁⲧⲉⲥϩⲁⲉⲓⲃⲉⲥ	ϩⲁ|ⲧⲉⲥ|ϩⲁⲉⲓⲃⲉⲥ	1
ϩⲙⲡⲉϥⲙϩⲁⲁⲩ	ϩⲙ|ⲡⲉϥ|ⲙϩⲁⲁⲩ	1
ⲉⲧⲃⲉⲛⲉⲛϩⲃⲏⲩⲉ	ⲉⲧⲃⲉ|ⲛⲉⲛ|ϩⲃⲏⲩⲉ	1
ⲛⲇⲓⲕⲁⲓⲟⲥⲡⲉ	ⲛ|ⲇⲓⲕⲁⲓⲟⲥ|ⲡⲉ	1
ⲛⲧⲉⲡⲁⲉⲓⲱⲧ	ⲛⲧⲉ|ⲡⲁ|ⲉⲓⲱⲧ	1
ⲛⲛⲁⲭⲗⲟⲏ	ⲛ|ⲛⲁ|ⲭⲗⲟⲏ	1
ⲛⲧⲁⲩϣⲱⲡⲉ	ⲛⲧⲁ|ⲩ|ϣⲱⲡⲉ	1
ⲙⲡⲙⲉϩⲥⲉⲡⲥⲛⲁⲩ	ⲙ|ⲡ|ⲙⲉϩⲥⲉⲡⲥⲛⲁⲩ	1
ⲉⲣⲉⲧⲉⲅⲣⲁⲫⲏ	ⲉⲣⲉ|ⲧⲉ|ⲅⲣⲁⲫⲏ	1
ⲉⲧⲃⲉⲛϣⲏⲣⲉ	ⲉⲧⲃⲉ|ⲛ|ϣⲏⲣⲉ	1
ϩⲛⲛⲟⲩϣⲁϫⲉ	ϩⲛ|ⲛⲟⲩ|ϣⲁϫⲉ	1
ⲉⲧⲉⲣⲉⲡⲛⲟⲩⲧⲉ	ⲉⲧⲉⲣⲉ|ⲡ|ⲛⲟⲩⲧⲉ	1
ⲛⲧⲉϥⲣⲓ	ⲛ|ⲧⲉϥ|ⲣⲓ	1
ϩⲛⲧⲡⲁⲣⲣⲏⲥⲓⲁ	ϩⲛ|ⲧ|ⲡⲁⲣⲣⲏⲥⲓⲁ	1
ϣⲁⲛⲧⲉϥⲃⲱⲕ	ϣⲁⲛⲧⲉ|ϥ|ⲃⲱⲕ	1
ⲉϫⲛⲧⲉⲓⲥⲛⲧⲉ	ⲉϫⲛ|ⲧⲉⲓ|ⲥⲛⲧⲉ	1
ⲙⲛⲧⲟⲩⲙⲛⲧⲃⲁⲃⲉⲣⲱⲙⲉ	ⲙⲛ|ⲧⲟⲩ|ⲙⲛⲧⲃⲁⲃⲉⲣⲱⲙⲉ	1
ϩⲛϩⲉⲛⲁⲧⲑⲁⲃ	ϩⲛ|ϩⲉⲛ|ⲁⲧⲑⲁⲃ	1
ⲉϫⲙⲡⲟⲩⲱϣ	ⲉϫⲙ|ⲡ|ⲟⲩⲱϣ	1
ⲛϩⲉⲛϭⲙⲏⲟⲩ	ⲛ|ϩⲉⲛ|ϭⲙⲏⲟⲩ	1
ⲙⲛⲡⲁϣⲏⲣⲉ	ⲙⲛ|ⲡⲁ|ϣⲏⲣⲉ	1
ⲙⲡⲡⲁⲥⲭⲁ	ⲙ|ⲡ|ⲡⲁⲥⲭⲁ	1
ⲙⲡϫⲁⲓⲉ	ⲙ|ⲡ|ϫⲁⲓⲉ	1
ϩⲙⲡⲉⲓϣⲟⲙⲛⲧ	ϩⲙ|ⲡⲉⲓ|ϣⲟⲙⲛⲧ	1
ⲛⲉⲧⲉⲧⲛⲑⲗⲓⲃⲉ	ⲛⲉ|ⲧⲉⲧⲛ|ⲑⲗⲓⲃⲉ	1
ⲛⲉⲥⲛⲏϫ	ⲛⲉ|ⲥ|ⲛⲏϫ	1
ϩⲁⲧⲡⲉ	ϩⲁ|ⲧ|ⲡⲉ	1
ⲛⲥⲉⲙⲧⲟⲛ	ⲛ|ⲥⲉ|ⲙⲧⲟⲛ	1
ⲙⲛⲟⲩϩⲁⲓ	ⲙⲛ|ⲟⲩ|ϩⲁⲓ	1
ⲉⲃ[........]ⲟⲩⲇ[.......]ⲡⲉ	ⲉⲃ[........]|ⲟⲩⲇ[.......]|ⲡⲉ	1
ⲙⲛⲡⲏⲓ	ⲙⲛ|ⲡ|ⲏⲓ	1
ⲉⲧⲛⲁⲟⲩⲱⲥϥ	ⲉⲧ|ⲛⲁ|ⲟⲩⲱⲥϥ	1
ⲙⲡⲉⲡⲣⲟⲫⲏⲧⲏⲥ	ⲙ|ⲡⲉ|ⲡⲣⲟⲫⲏⲧⲏⲥ	1
ⲙⲡⲉϥϣⲁϫⲉ	ⲙ|ⲡⲉϥ|ϣⲁϫⲉ	1
ⲙⲡⲙⲁⲥⲉ	ⲙ|ⲡ|ⲙⲁⲥⲉ	1
ⲛⲉϥϭⲏⲡ	ⲛⲉ|ϥ|ϭⲏⲡ	1
ⲛⲧⲉⲧⲛⲡⲓⲥⲧⲉⲩⲉ	ⲛ|ⲧⲉⲧⲛ|ⲡⲓⲥⲧⲉⲩⲉ	1
ⲁⲩⲡⲉϣ	ⲁ|ⲩ|ⲡⲉϣ	1
ⲉⲛⲉⲭⲏⲣⲁ	ⲉ|ⲛⲉ|ⲭⲏⲣⲁ	1
ⲙⲛⲡⲣⲟ	ⲙⲛ|ⲡ|ⲣⲟ	1
ϩⲛⲧⲟⲩⲙⲛⲧϫⲁⲥⲓϩⲏⲧ	ϩⲛ|ⲧⲟⲩ|ⲙⲛⲧϫⲁⲥⲓϩⲏⲧ	1
ϩⲙⲡⲥⲱⲙⲁ	ϩⲙ|ⲡ|ⲥⲱⲙⲁ	1
ⲉⲧⲉⲛⲧⲱⲧⲛⲡⲉ	ⲉⲧⲉ|ⲛⲧⲱⲧⲛ|ⲡⲉ	1
ⲉⲛⲉⲃⲟⲗ	ⲉ|ⲛ|ⲉⲃⲟⲗ	1
ⲉⲣⲉⲟⲩⲡⲛⲉⲩⲙⲁ	ⲉⲣⲉ|ⲟⲩ|ⲡⲛⲉⲩⲙⲁ	1
ⲉⲧⲉⲧⲛϥⲓ	ⲉ|ⲧⲉⲧⲛ|ϥⲓ	1
ⲙⲡⲉⲩⲥⲧⲁⲩⲣⲟⲥ	ⲙ|ⲡⲉⲩ|ⲥⲧⲁⲩⲣⲟⲥ	1
ⲙⲡⲉϭⲗⲟϭ	ⲙ|ⲡⲉ|ϭⲗⲟϭ	1
ⲙⲛⲛⲉⲥⲟⲟⲩ	ⲙⲛ|ⲛⲉ|ⲥⲟⲟⲩ	1
ⲙⲡⲉⲣⲟ	ⲙ|ⲡⲉ|ⲣⲟ	1
ϣⲁϥⲉⲓ	ϣⲁ|ϥ|ⲉⲓ	1
ⲙⲡⲕⲁϣ	ⲙ|ⲡ|ⲕⲁϣ	1
ⲙⲡⲕⲁϩ	ⲙ|ⲡ|ⲕⲁϩ	1
ⲉⲧⲉⲧⲛϫⲓ	ⲉ|ⲧⲉⲧⲛ|ϫⲓ	1
ⲉⲧⲉⲧⲛϫⲟ	ⲉ|ⲧⲉⲧⲛ|ϫⲟ	1
ⲉⲧⲉⲧⲛϫⲱ	ⲉ|ⲧⲉⲧⲛ|ϫⲱ	1
ⲛⲉϥⲧⲱⲃϩ	ⲛⲉ|ϥ|ⲧⲱⲃϩ	1
ⲛⲧⲉⲧⲛⲉⲓⲙⲉ	ⲛ|ⲧⲉⲧⲛ|ⲉⲓⲙⲉ	1
ⲛⲧⲛⲥⲱⲧⲙ	ⲛ|ⲧⲛ|ⲥⲱⲧⲙ	1
ϣⲁϥⲕⲱ	ϣⲁ|ϥ|ⲕⲱ	1
ⲙⲡⲟⲩⲧⲱⲧ	ⲙ|ⲡⲟⲩ|ⲧⲱⲧ	1
ⲛⲧⲁⲁⲁϥ	ⲛⲧⲁ|ⲁⲁ|ϥ	1
ⲡⲉⲛϫⲟⲉⲓⲥ	ⲡⲉ|ⲛ|ϫⲟⲉⲓⲥ	1
ⲉⲥϩⲏⲙ	ⲉ|ⲥ|ϩⲏⲙ	1
ϫⲉⲥⲉϥⲓ	ϫⲉ|ⲥⲉ|ϥⲓ	1
ⲁⲩϣⲱⲡⲉ	ⲁ|ⲩ|ϣⲱⲡⲉ	1
ⲉϫⲟⲟϥ	ⲉ|ϫⲟⲟ|ϥ	1
ⲙⲡⲧⲓⲟⲩ	ⲙ|ⲡ|ⲧⲓⲟⲩ	1
ϫⲉⲥⲉϫⲱ	ϫⲉ|ⲥⲉ|ϫⲱ	1
ⲛϭⲓⲟⲩⲙⲏⲏϣⲉ	ⲛϭⲓ|ⲟⲩ|ⲙⲏⲏϣⲉ	1
ⲛⲧⲛϫⲱ	ⲛⲧ|ⲛ|ϫⲱ	1
ⲉⲡⲕⲟⲟⲥⲧ	ⲉ|ⲡ|ⲕⲟⲟⲥⲧ	1
ⲁϥϫⲱ	ⲁ|ϥ|ϫⲱ	1
ⲁϥϭⲱ	ⲁ|ϥ|ϭⲱ	1
ⲉⲙⲟⲣϥ	ⲉ|ⲙⲟⲣ|ϥ	1
ⲁⲩⲟⲩⲱϣⲧ	ⲁ|ⲩ|ⲟⲩⲱϣⲧ	1
ⲁⲩϣⲱⲱⲧ	ⲁ|ⲩ|ϣⲱⲱⲧ	1
ⲙⲁⲣⲉϥϭⲱϣⲧ	ⲙⲁⲣⲉ|ϥ|ϭⲱϣⲧ	1
ⲉⲩⲛⲕⲟⲧⲕ	ⲉ|ⲩ|ⲛⲕⲟⲧⲕ	1
ⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ	ⲉ|ⲡⲉ|ⲭⲣⲓⲥⲧⲟⲥ	1
ⲉⲓⲥⲟⲩⲥⲃⲱ	ⲉⲓⲥ|ⲟⲩ|ⲥⲃⲱ	1
ⲛⲛⲉⲛⲥⲛⲏⲩ	ⲛ|ⲛⲉⲛ|ⲥⲛⲏⲩ	1
ⲉⲛⲉⲑⲏⲡ	ⲉ|ⲛⲉ|ⲑⲏⲡ	1
ϩⲙⲡⲉⲓⲙⲁ	ϩⲙ|ⲡⲉⲓ|ⲙⲁ	1
ⲛⲉⲕϣⲟⲟⲡ	ⲛⲉ|ⲕ|ϣⲟⲟⲡ	1
ⲁⲓⲡⲁⲣⲁⲓⲧⲉⲓ	ⲁ|ⲓ|ⲡⲁⲣⲁⲓⲧⲉⲓ	1
ⲉⲕϣⲁⲛⲧⲙⲥⲱⲧⲉ	ⲉⲕϣⲁⲛ|ⲧⲙ|ⲥⲱⲧⲉ	1
ϩⲁⲧⲉϩⲏ	ϩⲁ|ⲧⲉ|ϩⲏ	1
ⲛⲧⲛⲉⲓⲣⲉ	ⲛ|ⲧⲛ|ⲉⲓⲣⲉ	1
ϫⲛⲉϫⲟⲟⲥ	ϫⲛⲉ|ϫⲟⲟ|ⲥ	1
ⲁⲥⲇⲓⲁⲕⲟⲛⲓ	ⲁ|ⲥ|ⲇⲓⲁⲕⲟⲛⲓ	1
ⲉⲙⲛϣϭⲟⲙ	ⲉ|ⲙⲛ|ϣϭⲟⲙ	1
ⲛϭⲓⲟⲩⲭⲏⲣⲁ	ⲛϭⲓ|ⲟⲩ|ⲭⲏⲣⲁ	1
ⲉⲛⲉⲟⲩⲛⲉⲡⲓⲥⲧⲏⲙⲏ	ⲉⲛⲉ|ⲟⲩⲛ|ⲉⲡⲓⲥⲧⲏⲙⲏ	1
ⲙⲛⲛⲥⲓⲟⲩ	ⲙⲛ|ⲛ|ⲥⲓⲟⲩ	1
ⲛϩⲧⲏⲛ	ⲛ|ϩⲧⲏ|ⲛ	1
ⲛⲧⲉⲣⲉϥⲫⲱϭⲉ	ⲛⲧⲉⲣⲉ|ϥ|ⲫⲱϭⲉ	1
ⲛϭⲓϩⲉⲛⲉⲓⲟⲧⲉ	ⲛϭⲓ|ϩⲉⲛ|ⲉⲓⲟⲧⲉ	1
ⲟⲩⲛⲟⲩⲥⲟⲛ	ⲟⲩⲛ|ⲟⲩ|ⲥⲟⲛ	1
ⲁⲩⲙⲟⲩ	ⲁ|ⲩ|ⲙⲟⲩ	1
ϫⲉⲡⲁⲛⲟⲩⲧⲉ	ϫⲉ|ⲡⲁ|ⲛⲟⲩⲧⲉ	1
ⲡⲉⲧⲥⲟⲃϩ	ⲡ|ⲉⲧ|ⲥⲟⲃϩ	1
ⲉⲡⲟⲩⲏⲏⲃ	ⲉ|ⲡ|ⲟⲩⲏⲏⲃ	1
ⲛϭⲓⲧⲡⲁⲣⲑⲉⲛⲟⲥ	ⲛϭⲓ|ⲧ|ⲡⲁⲣⲑⲉⲛⲟⲥ	1
ⲉⲧⲃⲉⲡⲉⲛϫⲟⲉⲓⲥ	ⲉⲧⲃⲉ|ⲡⲉⲛ|ϫⲟⲉⲓⲥ	1
ⲉⲧⲙⲣϩⲟⲩⲟ	ⲉ|ⲧⲙ|ⲣϩⲟⲩⲟ	1
ⲛⲧⲉⲥⲡⲓⲣⲁ	ⲛ|ⲧⲉ|ⲥⲡⲓⲣⲁ	1
ϩⲛⲟⲩⲱⲛϩ	ϩⲛ|ⲟⲩ|ⲱⲛϩ	1
ⲉⲥⲥⲟⲃⲕ	ⲉ|ⲥ|ⲥⲟⲃⲕ	1
ϩⲙⲡⲉⲕⲏⲓ	ϩⲙ|ⲡⲉⲕ|ⲏⲓ	1
ⲉⲧⲥⲩⲛⲧⲉⲗⲓⲁ	ⲉ|ⲧ|ⲥⲩⲛⲧⲉⲗⲓⲁ	1
ⲙⲡⲱϩⲥ	ⲙ|ⲡ|ⲱϩⲥ	1
ϩⲛⲟⲩⲱⲣϫ	ϩⲛ|ⲟⲩ|ⲱⲣϫ	1
ⲙⲛⲟⲩϭⲟⲗ	ⲙⲛ|ⲟⲩ|ϭⲟⲗ	1
ϩⲓⲧⲛⲧⲙⲛⲧⲥⲟϭ	ϩⲓⲧⲛ|ⲧ|ⲙⲛⲧⲥⲟϭ	1
ϩⲛⲛⲉϥⲛⲟⲃⲉ	ϩⲛ|ⲛⲉϥ|ⲛⲟⲃⲉ	1
ⲛⲧⲇⲓⲁⲑⲏⲕⲏ	ⲛ|ⲧ|ⲇⲓⲁⲑⲏⲕⲏ	1
ⲛⲧⲉⲧⲛⲧⲁⲙⲟⲛ	ⲛⲧⲉⲧⲛ|ⲧⲁⲙⲟ|ⲛ	1
ⲉⲕⲉⲙⲁ	ⲉ|ⲕⲉ|ⲙⲁ	1
ⲉϥⲡⲓⲑⲉ	ⲉ|ϥ|ⲡⲓⲑⲉ	1
ⲉⲧⲉⲛϣϣⲉ	ⲉⲧⲉ|ⲛ|ϣϣⲉ	1
ⲁϥⲫⲣⲁⲅⲉⲗⲗⲟⲩ	ⲁ|ϥ|ⲫⲣⲁⲅⲉⲗⲗⲟⲩ	1
ϩⲙⲡⲉⲕⲣⲟ	ϩⲙ|ⲡⲉⲕ|ⲣⲟ	1
ϩⲓⲟⲩⲁⲛⲓⲙ	ϩⲓ|ⲟⲩⲁ|ⲛⲓⲙ	1
ⲉⲛⲥⲟⲟⲩⲛ	ⲉ|ⲛ|ⲥⲟⲟⲩⲛ	1
ⲥⲉⲛⲁϯ	ⲥⲉ|ⲛⲁ|ϯ	1
ⲛⲉϥϩⲙϩⲁⲗ	ⲛⲉ|ϥ|ϩⲙϩⲁⲗ	1
ⲁⲛⲅⲡϫⲟⲉⲓⲥ	ⲁⲛⲅ|ⲡ|ϫⲟⲉⲓⲥ	1
ⲙⲡⲉⲕϩⲉ	ⲙⲡⲉ|ⲕ|ϩⲉ	1
ⲙⲡⲉⲧⲛⲙⲁ	ⲙ|ⲡⲉⲧⲛ|ⲙⲁ	1
ⲙⲛⲧⲉⲩⲙⲛⲧⲛⲁϣⲧϩⲏⲧ	ⲙⲛ|ⲧⲉⲩ|ⲙⲛⲧⲛⲁϣⲧϩⲏⲧ	1
ⲉⲧⲛⲁⲉⲓⲣⲉ	ⲉⲧ|ⲛⲁ|ⲉⲓⲣⲉ	1
ϩⲛⲟⲩⲧⲱⲧ	ϩⲛ|ⲟⲩ|ⲧⲱⲧ	1
ⲉⲣⲉϥⲧⲟⲟⲩ	ⲉⲣⲉ|ϥ|ⲧⲟⲟⲩ	1
ⲛⲟⲩϩⲟⲟⲩ	ⲛ|ⲟⲩ|ϩⲟⲟⲩ	1
ⲙⲡⲏⲉⲓ	ⲙ|ⲡ|ⲏⲉⲓ	1
ⲁⲩⲧⲱⲟⲩⲛ	ⲁ|ⲩ|ⲧⲱⲟⲩⲛ	1
ϩⲓⲧⲛⲙⲙⲁⲉⲓⲛ	ϩⲓⲧⲛ|ⲙ|ⲙⲁⲉⲓⲛ	1
ϩⲛⲟⲩϣⲥⲛⲉ	ϩⲛ|ⲟⲩ|ϣⲥⲛⲉ	1
ⲙⲛⲛⲥⲁⲧⲉⲑⲗⲓⲯⲓⲥ	ⲙⲛⲛⲥⲁ|ⲧⲉ|ⲑⲗⲓⲯⲓⲥ	1
ⲉⲩⲣⲙⲙⲁⲟ	ⲉ|ⲩ|ⲣⲙⲙⲁⲟ	1
ⲉϥⲡⲟⲣϣ	ⲉ|ϥ|ⲡⲟⲣϣ	1
ⲛⲉϥϫⲛⲟⲩ	ⲛⲉ|ϥ|ϫⲛⲟⲩ	1
ⲉϫⲛⲟⲩⲙⲛⲧⲣⲣⲟ	ⲉϫⲛ|ⲟⲩ|ⲙⲛⲧⲣⲣⲟ	1
ⲉⲣⲉⲛⲉⲩϩⲓⲟⲙⲉ	ⲉⲣⲉ|ⲛⲉⲩ|ϩⲓⲟⲙⲉ	1
ⲛⲙⲡⲙⲛⲧⲥⲛⲟⲟⲩⲥ	ⲛⲙ|ⲡ|ⲙⲛⲧⲥⲛⲟⲟⲩⲥ	1
ⲛϭⲓⲡϩⲓⲉⲣⲉⲩⲥ	ⲛϭⲓ|ⲡ|ϩⲓⲉⲣⲉⲩⲥ	1
ⲛⲧⲉⲣⲟⲩⲟⲩⲱ	ⲛⲧⲉⲣ|ⲟⲩ|ⲟⲩⲱ	1
ϫⲉⲡⲙⲟⲟⲩ	ϫⲉ|ⲡ|ⲙⲟⲟⲩ	1
ⲉϥϩⲟⲟⲩ	ⲉ|ϥ|ϩⲟⲟⲩ	1
ⲁϥⲟⲩⲱⲧⲃ	ⲁ|ϥ|ⲟⲩⲱⲧⲃ	1
ϩⲓⲧⲛⲛⲉϩⲃⲏⲩⲉ	ϩⲓⲧⲛ|ⲛⲉ|ϩⲃⲏⲩⲉ	1
ⲉⲛⲛⲉⲧⲛⲡⲓⲥⲧⲓⲥ	ⲉⲛⲛⲉ|ⲧⲛ|ⲡⲓⲥⲧⲓⲥ	1
ⲛⲟⲩⲃⲗⲃⲓⲗⲉ	ⲛ|ⲟⲩ|ⲃⲗⲃⲓⲗⲉ	1
ϩⲛⲧⲓⲇⲟⲩⲙⲁⲓⲁ	ϩⲛ|ⲧ|ⲓⲇⲟⲩⲙⲁⲓⲁ	1
ⲁϥⲑⲉⲣⲁⲡⲟⲩ	ⲁ|ϥ|ⲑⲉⲣⲁⲡⲟⲩ	1
ⲛⲧⲉⲣⲉϥϩⲙⲟⲟⲥ	ⲛⲧⲉⲣⲉ|ϥ|ϩⲙⲟⲟⲥ	1
ϩⲁⲛⲉⲕⲟⲩⲉⲣⲏⲧⲉ	ϩⲁ|ⲛⲉⲕ|ⲟⲩⲉⲣⲏⲧⲉ	1
ⲛⲛⲉϥϣⲟϫⲛⲉ	ⲛ|ⲛⲉϥ|ϣⲟϫⲛⲉ	1
ⲛⲧⲟⲣⲅⲏ	ⲛ|ⲧ|ⲟⲣⲅⲏ	1
ⲧⲁⲥⲟⲣⲙⲉⲧ	ⲧⲁ|ⲥⲟⲣⲙ|ⲉⲧ	1
ⲁϥⲧⲟⲗⲙⲁ	ⲁ|ϥ|ⲧⲟⲗⲙⲁ	1
ⲛⲁⲉⲓⲁⲧⲟⲩ	ⲛⲁ|ⲉⲓⲁⲧ|ⲟⲩ	1
ϣⲁϫⲱⲥ	ϣⲁ|ϫⲱ|ⲥ	1
ⲙⲛⲧⲉⲩⲁϭⲟⲗⲧⲉ	ⲙⲛ|ⲧⲉⲩ|ⲁϭⲟⲗⲧⲉ	1
ⲉⲣϣⲁⲛⲡⲥⲟⲛ	ⲉⲣϣⲁⲛ|ⲡ|ⲥⲟⲛ	1
ⲉⲧⲃⲉⲧⲉⲛⲥⲱⲧⲏⲣⲓⲁ	ⲉⲧⲃⲉ|ⲧⲉⲛ|ⲥⲱⲧⲏⲣⲓⲁ	1
ⲛⲛⲅⲉⲣⲁⲥⲏⲛⲟⲥ	ⲛ|ⲛ|ⲅⲉⲣⲁⲥⲏⲛⲟⲥ	1
ⲛⲧⲉⲧⲛϩⲉⲛⲥⲁⲃⲉ	ⲛⲧⲉⲧⲛ|ϩⲉⲛ|ⲥⲁⲃⲉ	1
ⲛⲛⲉϥϩⲃⲏⲩⲉ	ⲛ|ⲛⲉϥ|ϩⲃⲏⲩⲉ	1
ⲙⲛⲛⲁⲅⲅⲉⲗⲟⲥ	ⲙⲛ|ⲛ|ⲁⲅⲅⲉⲗⲟⲥ	1
ϫⲉⲟⲩⲛⲟⲩⲁ	ϫⲉ|ⲟⲩⲛ|ⲟⲩⲁ	1
ⲉⲩⲉⲝⲟⲙⲟⲗⲟⲅⲓ	ⲉ|ⲩ|ⲉⲝⲟⲙⲟⲗⲟⲅⲓ	1
ⲁⲩⲣϩⲁϩ	ⲁ|ⲩ|ⲣϩⲁϩ	1
ϫⲉⲕⲛⲁⲩ	ϫⲉ|ⲕ|ⲛⲁⲩ	1
ϩⲛⲧⲉⲥⲙⲛⲧϩⲗⲗⲱ	ϩⲛ|ⲧⲉⲥ|ⲙⲛⲧϩⲗⲗⲱ	1
ⲟⲩⲛⲟⲩϩⲉⲑⲛⲟⲥ	ⲟⲩⲛ|ⲟⲩ|ϩⲉⲑⲛⲟⲥ	1
ⲛⲧⲉⲥϭⲓϫ	ⲛ|ⲧⲉⲥ|ϭⲓϫ	1
ⲉⲧⲉⲣⲏⲙⲟⲥ	ⲉ|ⲧ|ⲉⲣⲏⲙⲟⲥ	1
ⲙⲛϩⲛⲕⲟⲟⲩⲉ	ⲙⲛ|ϩⲉⲛ|ⲕⲟⲟⲩⲉ	1
ⲉϥϯ	ⲉ|ϥ|ϯ	1
ⲁⲩⲣⲙⲛⲧⲣⲉ	ⲁ|ⲩ|ⲣⲙⲛⲧⲣⲉ	1
ⲛⲧⲉⲣⲟⲩⲡⲉ	ⲛⲧⲉⲣ|ⲟⲩ|ⲡⲉ	1
ⲛⲁϣⲃⲉⲉⲣ	ⲛ|ⲁ|ϣⲃⲉⲉⲣ	1
ϩⲓⲧⲟⲟⲧⲥ	ϩⲓ|ⲧⲟⲟⲧ|ⲥ	1
ⲉⲧⲃⲉⲛⲁⲛⲁⲩϣ	ⲉⲧⲃⲉ|ⲛ|ⲁⲛⲁⲩϣ	1
ϫⲉϩⲛϩⲱⲃ	ϫⲉ|ϩⲛ|ϩⲱⲃ	1
ⲛⲉⲣⲉⲡⲡⲁⲥⲭⲁ	ⲛⲉⲣⲉ|ⲡ|ⲡⲁⲥⲭⲁ	1
ⲉⲥⲉⲏⲣⲡ	ⲉ|ⲥⲉ|ⲏⲣⲡ	1
ⲉⲧⲉⲣⲉⲛⲁⲧϩⲏⲧ	ⲉⲧⲉⲣⲉ|ⲛ|ⲁⲧϩⲏⲧ	1
ⲙⲛⲛⲉⲧⲛϩⲓⲥⲉ	ⲙⲛ|ⲛⲉⲧⲛ|ϩⲓⲥⲉ	1
ϫⲉⲉⲩⲉϫⲱϩ	ϫⲉ|ⲉⲩⲉ|ϫⲱϩ	1
ⲉϥϩⲣⲁⲓ	ⲉ|ϥ|ϩⲣⲁⲓ	1
ⲙⲉϥϣⲁϫⲉ	ⲙⲉ|ϥ|ϣⲁϫⲉ	1
ⲙⲡⲉⲓⲣⲱⲙⲉ	ⲙ|ⲡⲉⲓ|ⲣⲱⲙⲉ	1
ⲙⲙⲛⲕⲉⲉⲛⲧⲟⲗⲏ	ⲙⲙⲛ|ⲕⲉ|ⲉⲛⲧⲟⲗⲏ	1
ⲙⲛⲟⲩⲥϩⲓⲙⲉ	ⲙⲛ|ⲟⲩ|ⲥϩⲓⲙⲉ	1
ⲛⲙϩⲉⲛϩⲁⲗⲩⲥⲓⲥ	ⲛⲙ|ϩⲉⲛ|ϩⲁⲗⲩⲥⲓⲥ	1
ⲛϩⲉⲛϣⲁϫⲉ	ⲛ|ϩⲉⲛ|ϣⲁϫⲉ	1
